id	text	author_id	label	AID1	AID2	AID3
1324680100412067840	@gunn06853602 @Tr67945166 @phiwi86 @DiggeTonne @TeamKenFM Warum endet die Grafik am 22.10.?  Wir haben schon den 6.11.	1282084533949669376	not	not	nan	nan
1342953819337089031	@MathematikerRuR @FabianLaasch @chriAUTjaen @SHomburg @h_ueberschaer Und noch was ist anders... ein Mensch mit Krebs im Endstadium der dann an einem grippalen Infekt verstirbt galt damals noch als Krebsopfer. Daher ist es so wichtig die Gesamtsterblichkeit im Auge zu behalten.	1041039614788677632	not	not	not	not
1312073886750642176	@TeamKenFM Er weiß es, weil er sich die Welt macht wie Sie Ihm gefällt..	1239625170018590728	not	not	nan	nan
1335415076136902657	@schultz_tine @Moskito07005756 @tagesschau Wieder so eine, die an Corona verblödet ist. Keine Ahnung, aber dumm schwätzen. 🤦🏼‍♀️	1053412220	abusive	abusive	nan	nan
1351814998138482689	Immer dieses Scheiben Weilchen lockdown Verlängerung sollten sie doch gleich sagen es geht so lange bis Zahlen runter gegangen sind 😕😕 https://t.co/7cFxCGbnkl	1230455349783732225	not	not	nan	nan
1320762627853832192	@maseltoev @TeamKenFM Langweilst du dich? Bastel doch ein Bildchen ...	1096228620	abusive	nan	abusive	nan
1331679774318727168	@COMPACTMagazin Sehr gute Entscheidung! Mal gespannt, wer dann noch an die hier verbreiteten Märchen glaubt. Hoffentlich gilt das dann auch für sämtliche öffentliche Verkehrsmittel.	2328950773	not	nan	not	nan
1303997767501701131	Das Corona-Testzentrum Cannstatter Wasen ist gut gestartet: Fast 1500 Tests an den ersten beiden Tagen.  Insgesamt gibt es acht Abstrichstellen: sieben für Autofahrer als „Drive‐Through“ und eine für Fußgänger und Radfahrer als „Walk‐in“.  https://t.co/hAlLY4hKK5 https://t.co/uM7JuFdqy6	88693371	not	not	nan	nan
1303661914115973121	@katjakipping Es sind Illegale, die sich unrechtmäßig Zutritt zur EU verschafft haben.Verweigerung der Massnahmen gegen Covid 19 kommt noch dazu. Es wäre jetzt die Gelegenheit sie in ihre Heimatländer zurück zuschicken.	2575748063	abusive	abusive	nan	nan
1269032810565820419	@zac1967 @JackKabey Stimmt eh Politiker/innen und Mendele's Ärzte haben wirklich ein Pandemie. die spinnen alle. Mir kommt vor denen hat man schon längst ein chip verpasst oder ein unbekannte Virus im Gehirn	1246425563851603968	abusive	nan	nan	abusive
1301510709793230848	@TeamKenFM Bei Frauen, die SO aussehen, fällt alleine die Vorstellung von Küssen und Sex SEHR schwer; ist wahrscheinlich nur mit stählernem Tiefsee-Tauchanzug möglich.	317255360	abusive	abusive	nan	nan
1326435116659449857	@Heide_Anna Also ich war gottfroh, dass die Baumärkte im Frühjahr offen waren. Bin kurz vor Lockdown umgezogen. Auch Menschen mit Haus und Garten waren froh. Sie konnten zuhause einiges machen zuhause bleiben. Baumärkte machen durchaus Sinn.	1066490658	not	not	nan	nan
1300004293119016960	"Der nächste ""Framing-Artikel"" https://t.co/FX7mdtqSpO https://t.co/LZaVdZVIy1"	237706617	not	not	nan	nan
1314289657975369734	@Ulrik_von Scheinbar ist es für die Russen ein Problem was in Deutschland passiert. Sonst würden sie bei uns kein Sender betreiben der zu 95% nur die Corona-Skeptiker im Programm hat. Die das genaue Gegenteil sagen was der Russische Staat selbst bei sich umsetzt.	4871682101	not	not	not	not
1306258890540154882	"Für alle die sich mit der Corona Pandemie beschäftigen, ein ""must read""!  https://t.co/ZHfLv81UHs"	1276023075818086400	not	nan	nan	not
1356932171987050497	Wir brauchen das Gute-#Corona-#Pandemie-#Beendigungsgesetz!  Jetzt!	1261739883925778432	not	nan	nan	not
1344206606679085056	@Mueller_M12 @hasafemo Lassen Sie mich in Ruhe, indem Sie sich an die Regeln in #Deutschland halten, damit unsere geliebten #Grundrechte wieder unbeschränkt sind! #Impfen kann ja jeder selbst wissen. 0 Tote durch die #Impfung und fast 2 Millionen an oder mit #Corona kann bei Entscheidung helfen.	2907153779	not	nan	not	nan
1350824734016098309	Sonderrechte nur für Asylanten, Clans, Geimpfte. Grundrechte sind verhandelbar. Danke Maas. Sieg Steil!	1219658917053128704	abusive	indifferent	abusive	abusive
1312704346858151938	@OlafGersemann @welt Jeder wird einen Corona Toten/Kranken kennen. Waren das nicht die 1. Panikmeldungen ? Ich kenne immer noch keinen. Es gibt natürlich viele die kennen Jemanden der Jemand kennt, von dessen Nachbarin der Sohn die Freundin oder ähnliches. Man könnte das weiterspinnen 🤦🏻‍♀️	937112172	not	not	nan	nan
1319707161187016707	Verdammt ich impft Dich, ich impf Dich nicht #Lockdownlieder	1314336700638912513	not	not	nan	nan
1328081537628336134	@dozocat Der neue Impfstoff von BioNTec muss bei ca. -75°C gelagert werden, ist aber noch nicht zugelassen	1147440774788911105	not	not	nan	nan
1335185986624626688	@TeamKenFM Warum fragt man um Erlaubnis, um demonstrieren zu gehen?? Ich verfolge die Demos in England über's Netz.Da macht einer 'nen Flyer, läßt den rumgehen und da nn stehen die da am Samstag.Ohne Maske, ohne Abstand.	37182775	not	nan	not	nan
1326257601093521409	#Querdenken711 Ihr habt nicht nur #Rechte, ihr habt auch  #Pflichten! 😷 Euch #Egoisten sollte man das Beatmungsgerät verweigern! #Leipzig #Sachsen #Covidioten #Corona	1114198646340321281	abusive	abusive	nan	nan
1318235009858363392	@Badioff @FWWinterberg @faznet Die Volksrepublik hat Millionen Menschen in Wuhan radikal von der Außenwelt abgeschnitten. Solche Maßnahmen gab es weder in Europa noch in den USA. Peking wird das Erreichte nicht opfern wegen falscher Sicherheit. Corona lässt sich nicht weglügen.	246700320	not	not	nan	nan
1299419702477942784	@TeamKenFM Mit Gewalt gegen Demonstranten, kennt sich die Polizei ja aus! Hoffentlich kommen diesesmal noch mehr als am 1.8.! Dann schaffen die Polizisten gar nicht, alle zu kontrollieren!	3136403697	not	nan	not	nan
1334218747289198592	"""#Teillockdown"" bis 10. Januar 🤬 Das ist alles nur noch geisteskrank, vollkommen unsinnig und  unverantwortlich. All die kaputten Existenzen werden dann durch Chinesen und Araber ersetzt. Sch*iß K*nzl*rin https://t.co/V8JEXHh0gE"	2691770764	abusive	abusive	nan	nan
1321046785465425921	"@mjay_ @Karl_Lauterbach @jensspahn @BMI_Bund @bka Ups... dann sind die japanischen Autoren dieser Studie...  https://t.co/L1TLo92SQM wohl auch ""Gefährder, Hetzer und Treiber"" aus der ""Plandemie-Bewegung"", die ihnen ans gutmenschelnde Denunziantenleder wollen? https://t.co/k7c9geIwuX #Corona #COVID19de #Spahn #Lauterbach"	1219935182175817728	abusive	abusive	nan	nan
1359637808634343428	@stephanpalagan Recht hat Herr Kellerhoff. Weltweit Hunderttausense Lockdown-Tote durch PCR-Test.	1074273677120811008	not	nan	not	nan
1259075132955471872	"@bzberlin https://t.co/lvzS1fUJp1  7.2.20(!!!!)  "" haben 14 Länder Restriktionen oder gar Einreisesperren verhängt, um die Verbreitung des Virus einzudämmen – darunter die USA, Australien, Neuseeland, Israel sowie diverse asiatische Staaten.""  Geniale Idee😋"	919549446731583489	not	not	nan	nan
1336037098000887809	@Volksverpetzer Die Maske hält auch keinen Virus zurück. Was nutzt es den Virus nicht auszuatmen, während ich im Laden mit meinen virusverpesteten Fingern den Pin beim Zahlen eintippe? Und der Nächste fasst das gleiche Gerät an.	1335087730913665024	not	not	nan	nan
1259514564082831362	@COMPACTMagazin Zum Nachdenken: Bitte zu entsprechenden Grafiken von England, USA und Spanien runterscrollen. Welche Maßnahmen braucht es, um in Deutschland entsprechende Szenarien zu verhindern? https://t.co/IcHOMCiZiv	68961944	not	not	nan	nan
1347160902441857024	@Die_Gruenen Bitte schauen sie mal in das eigene Land... Da gibt es genug zu tun...#Demokratie #Grundrechte #plandemie	1258300702218125312	not	not	nan	nan
1238906865041526784	#coronavirusdeutschland  an all die Vollidioten, die das Virus nicht ernstnehmen. Wir haben innerhalb von 24 Stunden‼  !!!850!!! ‼Neuinfektionen.	154293186	abusive	abusive	nan	nan
1309821612645142528	@Eisbaer_LE In Brasilien gibt es natürlich covid-19 Kranke, so wie bei uns auch. Aber es sind im Verhältnis zu anderen Kranken (andere Erkrankungsursachen) und zu den Gefahren die dass Leben dort generell mit sich bringt sehr wenige. Auch jede Grippeepidemie ist dort schlimmer als bei uns.	1276023075818086400	not	not	nan	nan
1350072821062524930	@OWitzig Ich gehe davon aus, dass SarsCov2 nie gefährlicher war als Influenza.  Und, dass die jetzigen SarsCov2 Erkrankten eigl. Zum großen Teil, Influenza Kranke sind.	1242461792196009986	not	not	nan	nan
1252318883660390400	"In Europa gibt es nicht nur Deutschland als ""einziges"" Land,welches die von Herrn Lauterbach vorgestellte Strategie verfolgen könnte. Es gibt noch Österreich, Nachbar Deutschlands, erfolgreich in der COVID-19 Thematik,auch bezgl. der Schulen,Equipment für homeschooling, Wien u.a."	24707919	not	not	nan	nan
1289177111534555137	@f_saalbach @erzaehlmirnix Und anschließend die Behandlung wegen Corona selbst bezahlen.Ach so in der Quarantäne keine Bezahlung da selbst verschuldet	1225442244603367425	not	not	nan	nan
1320301745663315969	@COMPACTMagazin Ja leider...	1300702493752557569	not	not	nan	nan
1221191037026209794	"#Coronavirus #berlin #Verdachtsfall Erster Virusverdacht in Berlin 22:30 Uhr: Berlin verzeichnete am Sonnabend seinen ersten Verdachtsfall. Eine Berlinern, die sich zuletzt im chinesischen Wuhan aufhielt, kam mit Verdacht auf das Virus in die Charité, schreibt die ""Bild""."	769858967531061248	not	not	nan	nan
1240769386673307649	@d0Nmademedoit Seit November 19 in Wuhan......er hat halt die richtigen zahlen	1033377544811302913	not	not	nan	nan
1360225959811686407	@Locke1693 @GG02021969 @tagesschau Nein, ist er nicht 😉  Die who hat diese Woche auch vetlautbart, dass ein einfacher pcr test (wie sie bei uns eingesetzt werden) keine Infektion feststellen kann.  Bitte informieren Sie sich.	1331552619848982529	not	not	nan	nan
1292502415045005314	@COMPACTMagazin Waren bestimmt wieder über eine Million!	1034653805227520001	not	not	nan	nan
1259445512853479427	@wdr5 @robinalexander_ @welt @ARD_Presseclub @DasErste @phoenix_de Zur Erinnerung. Vor wenigen Monaten wurde noch gegen Muslime gehetzt. Einige Länder haben Anti burka Gesetze beschlossen und Männer mussten Handschlag machen.  #eu #corona https://t.co/DFwISwSMdt	4349804295	not	not	nan	nan
1265268004905988101	"Warum hat man diese Leute reingeholt??? Meistens junge Typen, kosten JEDES JAHR zig Milliarden, haben keinerlei Perspektive und machen immer nur Ärger. Sexstraftaten, Sozialbetrug und Randale und... was soll das??? #Merkel #Asyl #migration ""#Fluechtlinge"" https://t.co/HWUuPU50UP"	1251981878573359105	abusive	abusive	nan	nan
1326173646038183936	"@thinks_about_it @Seine__Eloquenz @Stefan_K__ @TeamKenFM Diese Aussage in Neusprech heißt auf Deutsch: ""Zensur, aber dalli!""  Ich gebe mein Bestes, Teil der Eindämmungsstrategie zu sein. Halte Abstand etc.  Zweifle aber trotzdem an, ob dieser Weg der richtige ist. Meine Kenntnis der Funktionsweise des Immunsystems macht mich skeptisch."	1261013677295181826	not	not	nan	nan
1342775196269350912	"@tobbtwi @cat_spass @GeleeJean @tagesschau „…wertet das RKI alle labordiagnostischen Nachweise von SARS-CoV-2 *UNABHÄNGIG* vom Vorhandensein oder der Ausprägung der klinischen Symptomatik als COVID-19-Fälle.“ ""https://t.co/ZU7p3rsj5H"""	23830200	not	not	nan	nan
1330903747569061888	@Tamsynia Nö. Sobald es eine Möglichkeit gibt zu reisen, ob mit Pass oder Impfung oder sonst was, bin ich wieder auf Achse. Unter Menschen, die mir eben nicht auf den Sack gehen;-). Und sollte mich die Impfung irgendwann umbringen, dann habe ich wenigstens was von der Welt gesehen...	1278714738336305152	not	not	nan	nan
1325761486933929984	@COMPACTMagazin #Drosten hätte ja wenigstens zum Friseur gehen oder sich zumindeset vorher selbst die Haare waschen können ...	183136622	not	nan	not	nan
1232685436834844674	Wann Lockdown der ersten Stadt? #COVIDー19 #COVID19 #CoronaVirusUpdates	1353176904	not	nan	not	nan
1353784520739352588	In der Tagesschau! Fähre mit Flüchtlingen in Italien angekommen?  Die vor der Libyschen Küste aufgenommen wurde. Warum bringt man die Leute in das mit Corona verseuchet Europa?	908261853561835520	not	not	nan	nan
1295719821569601536	@AktarNaciye @herold_gunter @TeamKenFM Wenn Sie den internationalen Statistiken und Daten folgen können Sie relativ leicht erkennen, dass sich die Anzahl an Tests massiv erhöht haben. Immer noch genauso (wenige) Personen daran versterben (trotz massiv falschem Zählen). https://t.co/ttj3mVZdOu	1253005220138844161	not	not	nan	nan
1320646644388581376	@RikeWaldfee @TeamKenFM ...und überhaupt alle, die es wagen zu denken...egal ob senkrecht, quer oder diametral...🙄	818768977065373700	not	not	nan	nan
1332008877739700224	@MatthiasLang2 @COMPACTMagazin Glauben sie dass sie solche Infos von unseren Medien erfahren? Sie dürfen sich impfen lassen, wenn sie so viel zutrauen zum zusammengeschusterten Impfstoff haben. Wir schauen dann mal ob sich Merkel, Söder, Spahn und Co und die Hersteller, mit dem gleichen Imfstoff impfen lassen.	1133875252113616896	not	nan	not	nan
1259837947383287808	Am Muttertag sind lt. RKI 28 Tote von Freitag und Samstag wiederbelebt worden. Ein Wunder? So viel zu deren Zahlen auf die sich der #Mainstream stützt und Schlagzeilen produziert. #COVID19 #coronavirus #Covidioten #Aluhut https://t.co/TLO3p9mT86	1255809120403427328	not	not	not	not
1323642297976819713	"@Jens79ki @CatINkAtze @KoBjoern @TeamKenFM wenn irgendwelche ""sies"" querdenken hinterherrennen, hat da mit mir was genau zu tun, du Trottel?"	1124562535427051521	abusive	nan	abusive	nan
1254373034779123712	"@daspunkt Es existieren 5.2 Mio. Muslime in D und die sollen euch Islamisieren?Obwohl, ne Handvoll Politiker haben euch erzählt, das wir alle sterben werden wegen Corona. Ihr habt dann mit Liebe all eure Freiheiten aufgegeben. Von euch ist alles zu erwarten. Mit ""euch"" meine ich COVIDioten"	1393040377	abusive	abusive	nan	nan
1315503906202554368	@COMPACTMagazin Was soll diese Hetzjagd auf den Wendler, der gesagt hat was min. 80 % denken.	1218884130991157249	not	not	nan	nan
1344598456002879494	"@D_P_com @sigisippe Es ist keine Direktstimulation.  Die RNA-""Impfstoffe"" sind selber eine Art Virus, das sich nicht vermehrt, und das unsere Körperzellen anweist, Stoffe zu produzieren, die ähnlich aussehen wie das Virus, gegen das man impfen soll."	1337453794506977282	not	nan	not	nan
1238363493809741824	"Rania hat Recht und angesichts dessen, das ein Sprecher des chinesischen Außenministeriums ""öffentlich über den Patient 0 in Wuhan spekuliert"" und mit dem Militär der USA in Verbindung bringt. Die Chinesen würden sowas nie direkt sagen und auch nicht  ohne Beweise behaupten. https://t.co/XN96wMrSK0"	1715292157	not	not	nan	nan
1362304325347868674	Die Straße gehört nicht #AfD und #Querdenken  Widerspruch! Jetzt! Trotz #Corona ! https://t.co/p3uXMN2o5I	980103515916984321	not	nan	nan	not
1300801700605890561	@lifter1903 @sdesdurak @TeamKenFM Wenn es keine Pflicht ist sich testen zu lassen können sie die Dame nicht zwingen. Man weiss ja auch nicht wo der Rest der Belegschaft war. Vieleicht waren die ja auch da, und sagen nur nix.	304393499	not	nan	not	nan
1321832851529207808	"@LoneYesus @HeikoSchrang Ok, akzeptiere ich. Aber Kannst du dir vorstellen, dass das Virus bei anderen Menschen im Restaurant vielleicht fatalere Folgen als für DICH haben könnte? Ihr müsst mal weg von eurem ""Ich-bezogenen"" denken."	1219155604926861312	not	not	nan	nan
1298975573633425412	@AnneSieger @COMPACTMagazin @jo_biggi Ich denke eher, so wird man künftig regieren Wahlen im nächsten Jahr sind gefährlich für unsere Elite	1267820890298834944	not	not	nan	nan
1290387286291554304	“Die einzige Art, gegen die Pest zu kämpfen, ist die Ehrlichkeit.” (Albert Camus, 1947) https://t.co/BmItYXz9S4  #Corona #Fakten	39977073	not	not	nan	nan
1264863178737045505	@gutbranson @azfrankie Ist doch schon immer leicht logisch nachvollziehbar gewesen, dass es Sinn macht Andere durch sein Verhalten zu schützen und das ein Mundschutz das tut. Die Asiaten sind ja nicht alle doof. Genauso klar ist auch, dass es einfach nicht genug Masken für alle gab.	919549446731583489	not	not	nan	nan
1300461413001986060	@momentemal @lohengrun Es ging ihnen nur darum, dass der politische Corona-Amoklauf, der zurzeit ohne medizinische und statistische Gründe gegen die Bevölkerung läuft, aufhört und nicht um irgendwelchen anderen Kack, der sie nicht interessiert.	1033758138330243073	abusive	nan	abusive	nan
1325867390765240321	@SET0__KAIBA @Tr67945166 Du brauchst vor mir keine Angst zu haben. Was anderes als eine kurzweilige Belustigung ist das hier nicht. Abseits deiner nicht vorhandenen argumentatorischen Fähigkeiten gehst du mir gepflegt am Allerwertesten vorbei.  Bussi 😚	1261013677295181826	abusive	abusive	nan	nan
1334563049534074882	@ZDFheute Es grenzt an fortgesetzte, grobe Fahrlässigkeit, die Regeln nicht zu verschärfen und endlich einen wirklichen! Lockdown daraus zu machen, wenn sich die Folgen der Feiertage nicht zur Katastrophe auswachsen sollen.	756739461577400320	not	not	nan	nan
1362368244749901825	@Christi99177680 @de_rt_com Es ist nur ein Tauschmittel nicht mehr und nicht weniger.🤔	1356135195091546113	not	not	not	indifferent
1351920329451589632	Hm..., das ist ja interessant!?! Warum wird dem nicht weiter nachgegangen!?  #COVID19 #TNFalphaBlocker #Impfung   https://t.co/wOcnXErtyP	1255481683387842565	not	not	nan	nan
1352910452695707648	@BMWi_Bund @peteraltmaier Z.B. würde ich aufhören mit sozialistischen Konzepten die Marktwirtschaft faktisch abzuschaffen. Als Wirtschaftsminister würde ich mich gegen die zerstörerische Corona-Politik einsetzen. Effektiver Schutz deutscher Firmen vor dem Kauf durch chinesische Investoren. ...	1116784507934445568	not	not	nan	nan
1328695721046970369	@7joe7 @SHomburg Wie gesagt, nicht an Covid. Womit die Tödlichkeit der Maßnahmen bewiesen wäre, und nicht die Covids ...	1289653757312106498	not	not	nan	nan
1350385446421999617	Corona-Razzia in Hamburg: Schon wieder illegale Party in Shisha-Bar https://t.co/NFpsZAjFOu	1270043701683924994	not	not	nan	nan
1252522189120770048	@K_Plattform_f_R @derspiegel Nachtrag: Das Virus SARS-CoV-2 ist erkannt und benannt, aber in seinen Auswirkungen noch weitgehend unbekannt und unerforscht. Das geschieht aber intensiv, weltweit. Das abzusprechen ist absurd. Sie können vielfältig recherchieren: https://t.co/Z3pm1V6PUw	620968837	not	not	nan	nan
1300782250477465600	@s_schneeflocke @TeamKenFM @0815Gott Mal ne Frage, sind Sie gar nicht geimpft? Tetanus? Kinderlähmung? Oder wenn Sie verreisen, Hepatitis, Gelbfieber usw.? Klar ist keine Pflicht, aber so ne Blutvergiftung ist schon was ekelhaftes.	1278714738336305152	not	not	nan	nan
1320143908614045709	@Silkworm_Films @der_Allgaeuer @tagesschau Komisch nur das die Meinungsfreiheit beim Judentum nicht gilt!  Ich für Leben und Leben lassen aber wer so Dumm ist, in Corona Zeiten zu spalten statt gemeinsam zu überstehen, der muss schnellstmöglich zum Onkel Doktor!	841690748248563718	abusive	abusive	nan	nan
1338360729557143552	Anhand von #Corona fallen tausende Arbeitsplätze weg. #Deutschland verschuldet sich erneut. Also füllen sich die Knäste mit Menschen, die Ihre vom Gericht angeordneten  #Schulden nicht pünktlich bzw. gar nicht zahlen können?	1231020933533569024	not	not	nan	nan
1296943964361195523	@pioch_hans @TeamKenFM Sondern Träger von Fragmenten eines Virus in Ihrer DNA und das sagt NICHTS! aus. Ein nicht validierter PCR Test auf Ribonukleinsäure Basis taugt nichts um klinische Aussagen zu treffen (bestätigt Ihnen jeder normal denkende Arzt!) Irgendwann begreifen auch Sie es .. 1/2	2411625871	not	nan	not	nan
1337769578869485568	@derpullimensch @nikitheblogger Sie haben es nicht verstanden Eine Gesellschaft sollte alle mitnehmen,davon sind wir seit Jahren weit entfernt Nehmen Sie nur den Beitrag der Regierung zu Corona, der war gleich Null Zur Rente auch kein Beitrag Oder die sinnlosen GEZ Erhöhungen   Sieht so Zukunft aus ?	1191071718846140416	not	nan	not	nan
1269526661629960201	Haben wir ein Glück das wir es mit einem intelligenten Virus zu tun haben. Kennt den Unterschied ... macht grad Pause und kommt dann später 🤦🏻😂😂😂😂 https://t.co/OoubggkGkJ	1182890831159746560	not	not	nan	nan
1322980192411963392	@Rawmarla @Realthinx @danielbindels @Beobach05943803 @TeamKenFM @welt Dein Kommentar ergibt überhaupt keinen Sinn.  Ok, du als Virologe, wirst mir ja mit deinem Fachwissen sagen können, bei welcher Inzidenz die Gesundheitsämter mit der Nachverfolgung nicht mehr hinterher kommen, um eine unkontrollierte Ausbreitung zu verhindern?	1321225835790159872	not	nan	nan	not
1312424483777634305	@TeamKenFM Die Schlafschafe haben immer noch nicht kapiert, worum es eigentlich geht. Lass sie weiter süßen Träumen nachhängen und die Gesten der bekannten 3 Äffchen nachahmen.	49899532	abusive	abusive	abusive	abusive
1346435161995563008	@c_lindner @snowcrash729 Corona hat diesen Leuten den Verstand geraubt!	4739156727	abusive	abusive	nan	nan
1249475444707131393	@StoffersThomas @ntvde right on ! denn es wird nicht das letzte virus bleiben, für welches wir (erstmal) keinen impfstoff haben (gilt für die pest noch heute -nach nunmehr rund 400 jahren)... und wir können nicht jedes mal das leben stilllegen... dann gehen unsere kinder zugrunde...	1244478625375813632	not	not	nan	nan
1316650499937050624	@TeamKenFM Von wem wurde der Rezo gesponsert? Oder hatte vielleicht der Rezo recht?  https://t.co/KFXhu9who5	180066019	not	nan	not	nan
1347418434607452165	@speertraeger57 @de_rt_com ... außerdem trägt das  OP Personal hochwertige Medizinprodukte, die auch zum Selbstschutz dienen! https://t.co/OGDT89kzep	1568648821	not	not	nan	nan
1344008809996550149	@FlennFm @JWoodenstick @TeamKenFM Nein definiere den Begriff Regime	1039250292	not	not	nan	nan
1356940155932860417	Das macht Null Covid politik mit Menschen in China 😢 https://t.co/omFVzt0A0G	1167389123969261568	not	nan	not	nan
1306967351238307841	@erdal_1905 @TeamKenFM Wenn man nicht weiß, was Faschismus heißt sollte man den Begriff nicht verwenden	110967465	not	not	nan	nan
1299988561329086464	@Gano_wars @GraceRanee @BesteElfe @TeamKenFM @zeitonline Ich weiß gar nicht so recht, was ich dazu schreiben soll. Ihre These ist also, dass die Linken Schuld daran sind, wenn Rechte mehr Menschen für ihr Lager mobilisieren können? Absurd.  Und nicht jeder,der die Demo ablehnt, ist Linker.	1289908686513680394	not	not	nan	nan
1310011070279569408	@TeamKenFM Wer hat mehr Recht ein unbedeutender Virologe der einfach Aufmerksamkeit möchte oder tausende bis zehntausende Virologen	1254337696841060352	not	nan	not	nan
1360555396633608192	@kaffeecup @iak26 sie würden vermutlich auch studien glauben, in denen steht, dass juden den virus stärker verteilen als andere, oder ?  sorry, aber in diesem land sollte man keiner studie mehr glauben, sondern nur den belastbare fakten oder studien und statistiken selbst erstellen!!	1349392265739980800	not	not	nan	nan
1321097029909647366	@Unsensibel1 @BILD Merkel schon!   Aber die Corona Lage nicht.	3631267755	not	not	not	indifferent
1286188519627595778	warum gibt es in Amerika so viele #Corona -Tote? Hier ein Interview  mit einer Insiderin https://t.co/FWfmoQrPJm	1266035087835107329	not	not	nan	nan
1255217193773662214	"Eine detaillierte Übersicht über die aktuelle Krankenhaussituation und die ""Kollateralschäden"" (Zitat) der #COVID19-Kampagne. #Coronakrise  https://t.co/RCEh9ZJhtO"	16352958	not	not	nan	nan
1338497057682763776	Eine nicht angemeldete „#Demonstration für Konsumenterror“ ist nmE aufzulösen... WENN man den #Lockdown als „Maßnahme“ zur Kontaktreduzierung noch ernst nehmen soll ;) 😁😅   #Einkaufen  #selbstdenken #denkeselbst https://t.co/W7rKfcTBMa	1659090211	not	not	nan	nan
1267473648727842816	@COMPACTMagazin Ich bin fassungslos über diese Göre.	1178650788425617408	abusive	abusive	nan	nan
1320912419963719680	@ThumaMichael @Expice @TeamKenFM kann, wird es noch lustiger. Leute gaben kein Anreiz für Arbeit oder Leistung. Der Verfall der jetzt bereits um sich greift wird dann massiv befeuert. DDR 4.0 Es kann nur lustig werden wenn das Programm durch läuft und die Regierung die kommende Legislaturperiode erreicht...!!!	1281863994526113792	not	nan	not	nan
1248005832039518208	@dollidodel @COMPACTMagazin Warum nicht?	1025116158444359681	not	not	nan	nan
